Code,Item,Group,Region_Number,Region_Name,State_Name,Y1980,Y1981,Y1982,Y1983,Y1984,Y1985,Y1986,Y1987,Y1988,Y1989,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Average_Annual_Percent_Growth
1,Medicaid/Personal Health Care (Millions of Dollars),State,3,Great Lakes,Michigan,1211.28,1413.001,1424.945,1507.096,1683.854,1672.242,1825.781,1962.284,2063.358,2222.012,2612.572,3065.593,3327.169,3849.168,4219.97,4586.51,4921.134,5921.855,4826.885,6236.308,5605.758,6514.421,6093.93,6925.173,7218.062,7532.785,7590.327,8580.747,9057.244,9563.398,7.4
1,Medicaid/Personal Health Care (Millions of Dollars),State,3,Great Lakes,Ohio,855.309,1084.207,1283.533,1495.705,1678.255,1816.72,2161.838,2396.678,2472.197,2783.991,3248.028,4078.993,4649.757,5024.16,5335.736,5658.744,5815.042,6012.636,6185.46,6430.099,7378.805,8292.86,9225.796,10327.483,11135.208,11755.043,11452.812,11838.654,12001.358,13330.345,9.9
1,Medicaid/Personal Health Care (Millions of Dollars),State,3,Great Lakes,Wisconsin,697.97,800.071,786.677,859.886,889.864,920.009,979.233,1076.217,1099.056,1214.996,1419.736,1784.346,1958.442,2065.007,2164.899,2242.993,2375.586,2552.759,2663.872,2801.11,3311.534,3891.627,4335.802,4236.778,4269.687,4593.388,4348.62,4574.078,4730.197,6703.308,8.1
1,Medicaid/Personal Health Care (Millions of Dollars),Region,4,Plains,,1598.333,1886.443,2096.251,2351.641,2503.131,2638.34,2880.65,3204.224,3448.466,3751.585,4382.308,5548.392,6569.447,7205.129,7910.141,8379.674,8867.469,9092.132,9893.596,10504.448,12071.106,13191.674,15029.793,15865.355,17557.975,18436.854,18414.238,19544.091,20431.097,22203.711,9.5
1,Medicaid/Personal Health Care (Millions of Dollars),State,4,Plains,Iowa,245.434,286.093,303.638,332.647,351.266,374.723,414.773,462.642,517.454,570.194,688.645,893.012,965.011,1063.628,1145.436,1208.337,1288.916,1222.22,1345.327,1352.338,1594.664,1613.809,1886.101,2092.843,2217.807,2339.03,2462.526,2515.12,2684.188,2875.368,8.9
1,Medicaid/Personal Health Care (Millions of Dollars),State,4,Plains,Kansas,201.468,229.153,245.513,266.426,259.556,272.655,288.838,313.107,356.516,402.434,512.915,654.381,763.582,866.464,912.051,902.12,944.235,1029.596,1081.21,1143.046,1401.199,1460.485,1656.473,1543.706,1810.014,1952.923,2023.698,2083.019,2148.86,2308.844,8.8
1,Medicaid/Personal Health Care (Millions of Dollars),State,4,Plains,Minnesota,623.093,721.042,842.548,946.675,1018.251,1061.489,1120.74,1194.347,1261.112,1334.325,1507.381,1856.535,1973.259,2197.215,2414.096,2591.69,2667.784,2657.097,2806.07,2985.066,3295.828,3789.874,4433.892,4634.629,5170.107,5302.337,5368.984,5934.647,6184.772,6760.777,8.6
1,Medicaid/Personal Health Care (Millions of Dollars),State,4,Plains,Missouri,303.536,370.41,400.376,458.174,494.131,515.194,563.295,634.22,711.774,797.128,935.22,1224.596,1884.754,1973.295,2266.726,2450.999,2627.594,2806.852,3056.29,3356.707,3947.616,4309.349,4792.529,5316.21,5949.094,6315.25,6075.118,6409.177,6749.139,7389.747,11.6
1,Medicaid/Personal Health Care (Millions of Dollars),State,4,Plains,Nebraska,110.905,127.285,139.69,157.361,159.841,169.027,195.534,224.534,243.679,267.74,316.075,409.191,478.97,556.491,592.037,616.244,691.58,739.113,926.904,969.325,1028.295,1214.02,1283.221,1321.413,1366.51,1452.009,1420.735,1501.69,1503.28,1592.839,9.6
1,Medicaid/Personal Health Care (Millions of Dollars),State,4,Plains,North Dakota,46.367,56.475,64.644,84.841,104.757,125.724,161.031,222.635,194.944,194.923,211.592,251.935,263.062,280.823,291.735,308.114,331.496,311.851,329.742,330.801,385.345,374.073,439.249,439.745,479.958,499.158,481.365,494.061,518.524,584.438,9.1
1,Medicaid/Personal Health Care (Millions of Dollars),State,4,Plains,South Dakota,67.531,95.985,99.843,105.515,115.329,119.529,136.439,152.738,162.988,184.84,210.481,258.742,240.809,267.213,288.059,302.169,315.863,325.403,348.053,367.165,418.158,430.065,538.328,516.809,564.485,576.146,581.81,606.378,642.334,691.698,8.4
1,Medicaid/Personal Health Care (Millions of Dollars),Region,5,Southeast,,3882.552,4433.482,4688.791,5298.703,5887.636,6450.838,7289.602,8277.07,9458.535,11039.015,13730.19,17661.636,21016.282,24392.795,26765.018,28884.643,29684.078,31317.883,32798.774,34795.262,39846.459,46353.008,50247.381,54685.342,61509.345,63197.715,61072.446,65312.454,68395.323,73510.621,10.7
1,Medicaid/Personal Health Care (Millions of Dollars),State,5,Southeast,Alabama,281.085,281.972,302.567,340.151,376.642,424.771,403.84,408.581,449.648,551.487,745.552,870.767,1157.164,1302.835,1425.722,1555.991,1646.661,1828.566,1956.427,2075.764,2503.034,2608.863,2855.88,3178.255,3364.389,3692.632,3583.302,3754.129,3856.936,4101.479,9.7
1,Medicaid/Personal Health Care (Millions of Dollars),State,5,Southeast,Arkansas,242.051,279.08,278.016,323.404,358.785,386.195,427.198,426.878,457.761,533.268,632.625,803.865,940.999,1023.392,1069.312,1158.72,1233.736,1268.064,1337.865,1441.894,1568.09,1890.859,2211.875,2232.719,2593.646,2724.305,2761.157,2987.79,3114.437,3383.339,9.5
1,Medicaid/Personal Health Care (Millions of Dollars),State,5,Southeast,Florida,392.341,492.734,575.284,702.569,815.631,926.901,1052.401,1253.558,1552.738,1911.437,2442.833,3234.507,3850.699,4472.941,4857.647,5285.228,5359.515,5593.729,5945.636,6297.913,7193.395,8139.489,9486.892,10788.871,11894.937,12187.584,11777.653,12429.729,13222.846,14347.252,13.2
1,Medicaid/Personal Health Care (Millions of Dollars),State,5,Southeast,Georgia,463.384,534.635,556.471,587.113,633.865,747.545,840.088,971.473,1134.622,1256.161,1530.396,1975.001,2169.854,2536.37,2946.742,3148.056,3253.317,3284.539,3420.401,3573.184,4339.099,5518.833,6198.933,6927.227,7399.896,6914.963,6261.753,7058.066,6761.549,6851.739,9.7
1,Medicaid/Personal Health Care (Millions of Dollars),State,5,Southeast,Kentucky,313.092,360.433,364.597,416.024,501.539,521.506,553.336,632.966,712.793,817.496,978.628,1191.037,1539.786,1690.492,1793.176,1885.719,2046.769,2355.348,2451.719,2589.938,3074.636,3264.751,3574.131,3514.392,4166.045,4028.681,4069.955,4418.212,4468.505,5174.392,10.2
1,Medicaid/Personal Health Care (Millions of Dollars),State,5,Southeast,Louisiana,426.486,477.365,575.88,678.249,737.016,773.403,848.613,919.723,1004.37,1178.908,1467.958,1992.079,2337.716,3073.083,3316.571,3080.456,2673.734,2789.73,2625.933,2684.303,2821.824,3431.822,3407.84,3901.312,4479.516,4944.091,4895.141,5345.469,5768.041,6239.863,9.7
1,Medicaid/Personal Health Care (Millions of Dollars),State,5,Southeast,Mississippi,209.262,240.17,259.916,293.677,296.431,272.775,327.867,381.303,433.682,496.446,614.02,817.854,923.776,1055.012,1205.996,1363.922,1500.206,1520.338,1593.856,1696.343,1948.808,2473.418,2702.834,2806.925,3426.791,3144.543,3162.136,3400.889,3425.025,3628.763,10.3
1,Medicaid/Personal Health Care (Millions of Dollars),State,5,Southeast,North Carolina,432.456,490.624,506.127,578.78,641.398,693.891,813.448,917.811,1068.907,1274.393,1571.227,1966.981,2300.215,2689.96,2987.1,3601.944,3969.816,4216.737,4375.808,4692.747,5336.279,6266.403,6514.438,6870.001,8035.262,8771.224,8783.141,8904.925,9874.942,10618.929,11.7
1,Medicaid/Personal Health Care (Millions of Dollars),State,5,Southeast,South Carolina,256.212,286.475,272.755,279.838,310.544,354.357,422.988,459.57,523.5,665.823,932.581,1238.031,1447.439,1614.693,1737.799,1808.07,1818.781,1798.229,1986.043,2180.12,2497.627,2905.822,3168.485,3194.489,3815.111,3998.258,3875.875,3903.46,4322.084,4793.424,10.6
1,Medicaid/Personal Health Care (Millions of Dollars),State,5,Southeast,Tennessee,379.511,418.728,404.001,470.558,542.309,601.051,737.966,906.675,1020.862,1147.457,1353.672,1545.474,2003.006,2181.281,2537.665,2967.015,3012.003,3293.004,3543.998,3900.921,4458.209,5079.019,5395.826,5946.965,6604.739,6608.657,5522.907,6402.751,6425.963,6560.839,10.3
1,Medicaid/Personal Health Care (Millions of Dollars),State,5,Southeast,Virginia,382.008,452.464,481.623,504.241,540.862,584.617,654.91,737.924,809.505,887.387,1056.368,1371.422,1464.618,1681.983,1772.641,1896.838,2012.613,2149.957,2218.118,2378.373,2736.015,3301.56,3157.73,3498.849,3748.655,4167.847,4331.215,4628.389,5047.303,5479.534,9.6
1,Medicaid/Personal Health Care (Millions of Dollars),State,5,Southeast,West Virginia,104.663,118.801,111.553,124.098,132.615,163.826,206.947,260.609,290.148,318.751,404.331,654.617,881.011,1070.753,1114.648,1132.684,1156.928,1219.642,1342.97,1283.762,1369.442,1472.17,1572.518,1825.336,1980.356,2014.93,2048.211,2078.645,2107.692,2331.07,11.3
1,Medicaid/Personal Health Care (Millions of Dollars),Region,6,Southwest,,1358.375,1632.48,1738.571,2069.997,2213.386,2328.427,2511.956,2888.575,3224.075,3798.504,4819.703,6827.991,8379.634,9596.481,10587.367,11170.547,12026.077,12272.667,12657.988,13685.746,14527.956,16755.813,19579.157,21781.318,24105.508,26909.025,27552.457,30632.041,32809.483,36771.359,12
1,Medicaid/Personal Health Care (Millions of Dollars),State,6,Southwest,Arizona,0,0,16.207,68.496,82.251,88.911,103.186,127.722,200.023,368.128,523.184,777.794,1047.873,1183.758,1334.018,1349.118,1425.735,1515.378,1608.28,1907.793,1869.435,2514.506,3160.329,3762.745,4369.951,4974.097,5428.772,5927.161,6556.753,7548.642,
1,Medicaid/Personal Health Care (Millions of Dollars),State,6,Southwest,New Mexico,74.953,93.994,99.865,109.55,139.322,153.109,173.741,198.481,227.773,247.103,298.102,426.078,502.96,582.507,658.402,743.092,883.347,912.188,976.955,1035.111,1190.525,1408.11,1693.565,1915.33,2062.303,2148.112,2221.831,2534.917,2770.04,2911.31,13.4
1,Medicaid/Personal Health Care (Millions of Dollars),State,6,Southwest,Oklahoma,275.123,344.291,356.542,389.848,411.303,454.853,495.617,564.055,624.157,672.08,728.494,906.468,1040.971,1071.337,1017.25,1069.094,1119.361,1174.246,1298.044,1448.662,1624.165,2050.931,2223.641,2279.165,2446.991,2689.396,2916.377,3228.461,3492.844,3802.66,9.5
1,Medicaid/Personal Health Care (Millions of Dollars),State,6,Southwest,Texas,1008.299,1194.195,1265.957,1502.103,1580.51,1631.553,1739.412,1998.319,2172.121,2511.192,3269.923,4717.651,5787.829,6758.88,7577.697,8009.243,8597.632,8670.855,8774.71,9294.179,9843.831,10782.267,12501.623,13824.077,15226.263,17097.421,16985.477,18941.502,19989.847,22508.746,11.3
1,Medicaid/Personal Health Care (Millions of Dollars),Region,7,Rocky Mountains,,390.337,471.924,519.533,597.819,634.346,664.241,769.442,920.637,988.387,1075.176,1282.218,1750.728,2034.225,2254.78,2447.797,2662.612,2849.499,2944.809,3256.746,3502.772,3966.798,4350.505,4746.48,5170.121,5688.006,6130.709,6205.737,6442.526,6879.184,7606.771,10.8
1,Medicaid/Personal Health Care (Millions of Dollars),State,7,Rocky Mountains,Colorado,186.128,217.26,238.163,275.583,304.316,303.227,337.533,431.541,455.504,481.659,550.529,749.809,926.119,1003.221,1118.919,1251.535,1283.161,1387.032,1528.541,1724.612,1889.411,2027.925,2263.587,2393.231,2503.959,2702.147,2683.147,2855.777,3058.227,3422.837,10.6
1,Medicaid/Personal Health Care (Millions of Dollars),State,7,Rocky Mountains,Idaho,51.037,61.174,62.289,67.441,71.03,76.729,85.416,99.976,125.008,138.581,170.844,246.017,277.145,305.243,322.326,346.346,397.774,390.266,443.935,499.464,597.769,705.706,750.127,813.034,963.896,986.673,1007.643,1093.906,1150.21,1245.835,11.6
1,Medicaid/Personal Health Care (Millions of Dollars),State,7,Rocky Mountains,Montana,59.879,78.028,83.894,101.798,94.101,100.072,120.446,143.513,153.88,168.454,193.309,248.556,273.539,316.234,332.173,343.116,370.851,365.47,409.481,349.695,480.788,531.647,493.675,542.448,636.036,685.808,692.077,705.704,767.812,850.776,9.6
1,Medicaid/Personal Health Care (Millions of Dollars),State,7,Rocky Mountains,Utah,80.726,100.509,117.39,131.953,141.924,159.437,195.127,205.895,211.798,237.24,303.305,411.87,440.714,493.946,520.456,556.162,608.252,608.788,679.032,730.062,782.166,839.279,956.329,1092.228,1210.069,1361.925,1397.665,1350.576,1424.901,1576.869,10.8
1,Medicaid/Personal Health Care (Millions of Dollars),State,7,Rocky Mountains,Wyoming,12.566,14.954,17.797,21.044,22.974,24.777,30.92,39.713,42.198,49.241,64.231,94.476,116.707,136.136,153.923,165.453,189.461,193.254,195.757,198.938,216.663,245.948,282.762,329.18,374.046,394.156,425.205,436.563,478.034,510.454,13.6
1,Medicaid/Personal Health Care (Millions of Dollars),Region,8,Far West,,3774.463,4521.59,4497.652,4558.622,4659.353,5212.024,5802.552,6438.684,7030.389,7734.512,9102.301,11815.071,13172.67,15629.747,16982.251,18487.192,20291.35,21436.612,23120.411,25947.838,27301.704,31914.873,34571.919,38053.602,40425.435,42861.814,42486.733,45297.068,47542.618,51894.723,9.5
1,Medicaid/Personal Health Care (Millions of Dollars),State,8,Far West,Alaska,41.229,48.625,49.616,56.683,63.234,71.45,88.315,103.545,109.419,130.662,152.137,189.543,219.922,277.273,270.158,284.71,319.679,343.058,357.71,388.248,478.978,582.726,704.675,846.433,838.434,923.044,929.258,921.672,940.93,1057.549,11.8
1,Medicaid/Personal Health Care (Millions of Dollars),State,8,Far West,California,3013.198,3664.361,3635.807,3620.537,3612.075,4040.609,4500.316,4940.428,5333.109,5807.762,6778.48,8750.946,9628.975,11521.03,12419.044,13275.223,14765.164,15737.496,16996.875,19193.742,19899.797,23581.677,25417.243,28403.974,30133.944,31889.636,31839.887,33949.12,35435.039,38900.099,9.2
1,Medicaid/Personal Health Care (Millions of Dollars),State,8,Far West,Hawaii,96.65,112.504,123.186,134.482,128.497,131.56,135.347,148.109,151.215,166.297,193.281,250.303,270.13,335.655,458.838,620.193,543.171,568.131,536.349,566.394,588.933,598.922,685.119,738.741,877.245,982.984,890.687,1047.208,1116.156,1145.873,8.9
1,Medicaid/Personal Health Care (Millions of Dollars),State,8,Far West,Nevada,46.291,60.492,64.365,69.674,64.639,67.66,79.62,87.71,95.829,111.141,148.667,231.53,308.61,349.039,364.752,407.986,424.612,415.295,479.986,493.69,557.61,655.582,800.667,883.765,1050.788,1104.007,1110.369,1176.996,1232.12,1302.935,12.2
1,Medicaid/Personal Health Care (Millions of Dollars),State,8,Far West,Oregon,195.942,209.858,209.923,226.278,255.598,272.456,298.38,317.769,406.034,470.406,571.403,734.263,837.632,977.708,1141.719,1363.48,1443.402,1433.869,1640.021,1903.313,2036.452,2315.073,2495.564,2354.48,2566.567,2674.785,2582.813,2714.564,2982.665,3509.669,10.5
1,Medicaid/Personal Health Care (Millions of Dollars),State,8,Far West,Washington,381.153,425.751,414.755,450.968,535.311,628.289,700.574,841.123,934.785,1048.243,1258.333,1658.487,1907.401,2169.043,2327.741,2535.6,2795.323,2938.762,3109.471,3402.451,3739.935,4180.892,4468.651,4826.208,4958.457,5287.359,5133.718,5487.508,5835.709,5978.599,10
2,Medicaid/Hospital Care (Millions of Dollars),United States,0,United States,,9214.445,11061.808,11782.429,12947.344,13961.392,14623.891,15963.426,17772.714,19711.565,22269.128,26662.621,36544.845,43940.283,49458.465,53671.008,56799.946,58870.682,59630.127,61794.874,66893.628,71201.746,77683.38,84851.586,90737.603,97717.291,104817.91,110173.341,119655.397,123559.205,136101.62,9.7
2,Medicaid/Hospital Care (Millions of Dollars),Region,1,New England,,783.695,858.943,911.505,984.07,989.528,1036.96,1096.979,1192.855,1267.14,1411.504,1740.605,2072.506,2429.507,2553.056,2983.5,3291.824,3379.607,4025.031,4096.147,4179.89,4179.598,4544.818,5095.448,5006.755,5800.232,6504.406,6342.427,6742.185,7216.374,7968.269,8.3
2,Medicaid/Hospital Care (Millions of Dollars),State,1,New England,Connecticut,100.77,115.644,136.221,165.952,186.797,183.149,192.084,192.655,206.195,235.973,268.676,477.325,456.067,525.739,666.66,785.422,879.664,966.897,837.513,790.497,780.17,767.112,845.273,863.016,949.146,944.239,1027.123,1088.975,1190.803,1289.499,9.2
2,Medicaid/Hospital Care (Millions of Dollars),State,1,New England,Maine,49.557,51.16,56.617,61.696,65.255,75.327,80.449,97.291,101.944,104.587,102.477,132.82,196.785,268.685,301.408,283.151,289.573,348.85,378.858,289.486,282.487,298.868,295.537,404.669,489.284,568.175,514.549,557.342,572.912,891.078,10.5
2,Medicaid/Hospital Care (Millions of Dollars),State,1,New England,Massachusetts,538.845,582.663,607.723,638.353,609.317,647.591,683.39,741.365,781.364,882.543,1142.451,1145.669,1314.062,1314.553,1504.217,1667.377,1739.401,2122.879,2294.702,2480.619,2496.889,2677.798,3118.187,2859.943,3288.639,3855.501,3435.722,3792.874,4007.215,4202.524,7.3
2,Medicaid/Hospital Care (Millions of Dollars),State,1,New England,New Hampshire,13.504,14.673,15.063,17.322,21.778,22.373,25.861,28.357,31.57,32.505,40.146,70.426,131.982,159.56,178.391,206.066,167.689,140.888,172.341,187.784,214.171,227.325,261.21,309.882,365.976,354.188,348.058,408.918,397.817,426.228,12.6
2,Medicaid/Hospital Care (Millions of Dollars),State,1,New England,Rhode Island,65.723,76.26,77.31,81.029,85.704,89.631,93.795,108.906,120.517,127.287,152.03,190.165,274.623,224.958,264.391,276.948,230.471,372.14,324.805,338.41,297.425,455.407,441.131,421.133,546.645,547.457,621.701,483.21,644.2,712.725,8.6
2,Medicaid/Hospital Care (Millions of Dollars),State,1,New England,Vermont,15.295,18.544,18.571,19.718,20.677,18.89,21.399,24.281,25.549,28.608,34.824,56.101,55.988,59.56,68.433,72.859,72.81,73.376,87.928,93.094,108.456,118.308,134.109,148.111,160.542,234.846,395.274,410.866,403.427,446.215,12.3
2,Medicaid/Hospital Care (Millions of Dollars),Region,2,Mideast,,3055.291,3637.903,3915.666,4277.999,4718.624,4859.871,5364.541,5846.511,6313.734,6811.176,7869.817,10844.408,12725.016,13211.522,14502.026,15283.047,15640.463,14929.291,15830.097,16862.584,17517.929,17858.241,20695.684,22038.605,22939.19,24158.598,26657.087,27666.806,27968.075,29657.537,8.2
2,Medicaid/Hospital Care (Millions of Dollars),State,2,Mideast,Delaware,16.044,19.17,20.428,21.387,22.842,23.682,27.957,31.01,33.258,37.674,45.127,77.025,83.003,90.521,97.844,111.716,124.886,96.936,123.987,110.565,129.722,141.405,155.67,187.245,215.899,259.81,302.486,325.625,320.086,332.946,11
2,Medicaid/Hospital Care (Millions of Dollars),State,2,Mideast,District of Columbia,107.078,104.084,117.705,141.545,172.768,156.775,155.361,182.509,186.287,179.698,198.99,272.37,284.317,344.627,395.902,366.57,385.509,440.105,482.184,423.183,447.34,418.224,448.334,477.898,484.579,566.46,542.905,598.188,555.747,596.797,6.1
2,Medicaid/Hospital Care (Millions of Dollars),State,2,Mideast,Maryland,199.437,214.132,214.631,257.31,272.61,270.054,316.221,350.442,389.263,437.003,520.52,735.764,832.08,987.781,1079.54,1081.355,1075.662,1062.963,1126.81,1267.474,1167.622,1294.516,1419.749,1648.167,1785.837,1853.526,1907.843,2063.156,2139.339,2299.42,8.8
2,Medicaid/Hospital Care (Millions of Dollars),State,2,Mideast,New Jersey,274.181,322.616,344.398,373.541,393.748,423.959,472.292,554.573,619.995,700.105,841.43,1217.758,1461.703,1666.627,1840.34,1988.36,1994.528,2033.375,2020.857,2088.569,2143.399,2299.883,2505.736,2725.831,2662.884,2991.142,3421.942,3461.574,3461.32,3435.493,9.1
2,Medicaid/Hospital Care (Millions of Dollars),State,2,Mideast,New York,1914.799,2320.218,2518.369,2808.112,3204.883,3305.35,3641.806,3977.57,4262.917,4603.21,5368.407,7391.441,8148.474,8235.58,8950.694,9482.948,9560.253,8508.37,9569.744,10138.714,10696.815,10776.944,12916.537,13853.924,14343.732,14467.321,15990.837,16032.98,16237.784,17335.641,7.9
2,Medicaid/Hospital Care (Millions of Dollars),State,2,Mideast,Pennsylvania,543.751,657.683,700.136,676.104,651.773,680.051,750.905,750.406,822.013,853.486,895.343,1150.05,1915.439,1886.387,2137.706,2252.097,2499.625,2787.541,2506.516,2834.08,2933.032,2927.269,3249.658,3145.539,3446.259,4020.341,4491.076,5185.284,5253.8,5657.24,8.4
