Code,Item,Group,Region_Number,Region_Name,State_Name,Y1980,Y1981,Y1982,Y1983,Y1984,Y1985,Y1986,Y1987,Y1988,Y1989,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Average_Annual_Percent_Growth
1,Medicare/Personal Health Care (Millions of Dollars),State,4,Plains,Iowa,460.125,533.456,622.045,670.352,716.262,773.409,826.224,905.734,933.879,1013.843,1125.785,1159.997,1276.702,1355.19,1470.518,1582.398,1694.719,1797.538,1781.523,1821.31,1950.265,2195.887,2284.097,2405.292,2629.697,2925.963,3498.197,3691.892,3930.614,4160.884,7.9
1,Medicare/Personal Health Care (Millions of Dollars),State,4,Plains,Kansas,388.205,462.17,531.74,591.487,630.003,657.77,690.335,739.171,776.764,870.542,973.612,1039.835,1163.976,1254.553,1380.061,1535.974,1626.577,1734.47,1691.43,1731.878,1838.908,2041.317,2178.378,2394.262,2616.331,2796.361,3226.405,3441.386,3674.031,3951.629,8.3
1,Medicare/Personal Health Care (Millions of Dollars),State,4,Plains,Minnesota,677.659,818.723,908.87,1024.537,1053.12,1111.98,1108.735,1209.229,1308.294,1585.06,1690.472,1784.106,1973.42,2066.956,2225.77,2461.39,2659.075,2789.592,2840.334,2895.381,3106.562,3526.748,3825.125,4071.328,4524.783,5000.063,5855.853,6198.412,6655.807,7044.567,8.4
1,Medicare/Personal Health Care (Millions of Dollars),State,4,Plains,Missouri,1013.262,1192.455,1411.031,1608.068,1800.193,1902.016,1984.897,2039.424,2081.124,2276.319,2573.075,2694.586,3130.162,3426.987,3822.678,4144.283,4314.734,4501.577,4476.222,4518.175,4711.906,5259.647,5558.446,5889.299,6410.029,6937.644,8174.936,8768.471,9304.569,9919.637,8.2
1,Medicare/Personal Health Care (Millions of Dollars),State,4,Plains,Nebraska,243.389,286.034,324.81,373.247,381.405,391.077,421.31,431.664,449.956,508.35,576.391,624.473,680.299,730.744,810.639,893.807,977.311,1063.069,1051.896,1107.213,1198.015,1338.841,1447.729,1539.114,1703.157,1859.031,2180.9,2289.277,2422.11,2592.348,8.5
1,Medicare/Personal Health Care (Millions of Dollars),State,4,Plains,North Dakota,107.445,130.336,158.467,184.485,195.986,202.814,214.627,230.951,243.086,261.484,283.571,293.118,340.701,370.99,403.599,440.554,445.814,465.083,456.882,471.987,487.048,537.174,589.868,622.569,687.459,739.457,831.274,856.031,935.614,953.521,7.8
1,Medicare/Personal Health Care (Millions of Dollars),State,4,Plains,South Dakota,93.64,115.305,142.642,154.65,169.803,179.227,196.67,214.504,222.055,248.65,269.184,284.342,321.754,339.995,376.956,421.121,451.841,478.63,483.49,507.297,539.73,604.633,632.627,688.727,749.758,808.66,943.596,1006.135,1065.004,1145.431,9
1,Medicare/Personal Health Care (Millions of Dollars),Region,5,Southeast,,7563.333,9214.147,11018.737,12721.576,14199.507,15676.802,16937.454,18591.957,20327.926,23468.78,26197.776,29357.988,33965.213,37592.147,42837.326,47247.32,51096.617,53836.197,52543.923,53634.409,56352.003,62632.558,67422.36,73016.369,81241.358,88155.946,104131.745,111276.933,120231.743,128714.848,10.3
1,Medicare/Personal Health Care (Millions of Dollars),State,5,Southeast,Alabama,527.754,671.449,784.899,881.748,980.561,1055.725,1197.295,1319.831,1408.94,1615.642,1790.723,2026.398,2356.932,2610.703,2928.964,3212.668,3410.644,3572.336,3353.038,3464.792,3624.136,3996.018,4318.47,4693.769,5219.031,5635.737,6648.616,7030.018,7538.214,7972.104,9.8
1,Medicare/Personal Health Care (Millions of Dollars),State,5,Southeast,Arkansas,330.667,408.312,460.248,546.527,577.6,660.205,717.733,788.298,821.768,945.457,1066.525,1213.169,1306.513,1377.071,1542.743,1692.768,1797.094,1903.396,1912.54,1898.419,2006.578,2273.313,2431.542,2619.665,2904.777,3176.964,3752.93,4067.266,4302.598,4545.438,9.5
1,Medicare/Personal Health Care (Millions of Dollars),State,5,Southeast,Florida,2294.17,2802.572,3430.577,3986.196,4463.259,4791.555,5168.397,5824.107,6313.915,7311.439,8183.108,8975.58,10608.101,11976.035,13747.527,14989.4,16105.294,16879.009,16509.62,16941.976,17832.472,19549.85,20976.222,22733.024,25237.456,27377.17,31942.678,33870.369,36954.25,39457.081,10.3
1,Medicare/Personal Health Care (Millions of Dollars),State,5,Southeast,Georgia,644.579,778.648,927.587,1069.185,1207.427,1348.323,1491.322,1602.744,1771.526,2063.308,2298.745,2711.856,3195.707,3417.319,3788.13,4214.158,4493.086,4706.583,4486.633,4616.401,4815.103,5305.641,5752.304,6267.097,7098.067,7700.386,9441.601,10136.239,10906.846,11803.691,10.5
1,Medicare/Personal Health Care (Millions of Dollars),State,5,Southeast,Kentucky,429.961,533.817,611.052,694.638,742.329,857.759,971.918,1089.741,1204.598,1380.683,1529.658,1682.663,1881.694,2058.42,2298.823,2499.277,2693.821,2892.134,2850.025,2876.78,3063.408,3513.43,3794.113,4051.978,4466.15,4915.62,5787.124,6221.47,6738.549,7084.84,10.1
1,Medicare/Personal Health Care (Millions of Dollars),State,5,Southeast,Louisiana,509.788,602.06,729.2,865.292,989.512,1188.677,1295.57,1379.077,1486.756,1711.244,1966.082,2191.193,2493.474,2780.44,3283.183,3666.275,4026.238,4214.762,4090.983,4071.406,4022.477,4335.933,4613.876,4822.873,5472.495,5779.466,6448.429,6889.245,7391.91,7930.704,9.9
1,Medicare/Personal Health Care (Millions of Dollars),State,5,Southeast,Mississippi,293.332,345.645,412.112,477.072,542.296,587.115,628.535,702.343,776.216,871.645,978.029,1095.555,1281.222,1408.863,1608.183,1849.004,2100.31,2221.804,2067.351,2028.179,2132.952,2371.606,2565.979,2819.766,3178.149,3442.336,4036.553,4308.177,4645.356,4990.082,10.3
1,Medicare/Personal Health Care (Millions of Dollars),State,5,Southeast,North Carolina,641.984,781.646,923.849,1046.892,1182.68,1338.04,1304.59,1467.174,1707.175,2017.083,2246.41,2632.228,2989.975,3297.5,3745.964,4313.051,4711.279,5023.728,5094.768,5289.166,5592.809,6381.998,6943.776,7725.626,8681.262,9510.352,11400.786,12289.424,13143.131,14240.976,11.3
1,Medicare/Personal Health Care (Millions of Dollars),State,5,Southeast,South Carolina,297.686,367.668,447.063,490.36,566.361,627.265,687.574,724.349,795.322,905.462,998.98,1129.054,1322.923,1503.124,1850.65,2018.308,2232.445,2407.463,2491.342,2613.624,2853.746,3275.114,3491.452,3770.054,4142.668,4558.341,5472.523,5907.739,6457.4,6944.65,11.5
1,Medicare/Personal Health Care (Millions of Dollars),State,5,Southeast,Tennessee,700.54,848.91,1016.255,1171.509,1308.858,1455.307,1592.051,1664.072,1810.829,2109.685,2361.645,2620.191,3008.344,3382.134,3806.82,4196.768,4526.531,4692.894,4427.463,4418.703,4686.077,5240.218,5698.659,6131.925,6760.737,7393.238,8986.788,9485.144,10155.737,10924.724,9.9
1,Medicare/Personal Health Care (Millions of Dollars),State,5,Southeast,Virginia,624.424,732.385,874.406,1040.364,1127.01,1217.033,1300.765,1415.218,1578.5,1786.639,1963.875,2174.269,2465.354,2693.33,3046.614,3304.554,3560.998,3813.643,3769.313,3919.808,4177.784,4666.206,5026.193,5458.1,5938.934,6409.362,7535.644,8149.591,8811.351,9501.238,9.8
1,Medicare/Personal Health Care (Millions of Dollars),State,5,Southeast,West Virginia,268.446,341.036,401.488,451.794,511.614,549.797,581.704,615.003,652.382,750.493,813.995,905.834,1054.973,1087.207,1189.725,1291.087,1438.875,1508.444,1490.846,1495.154,1544.461,1723.231,1809.775,1922.493,2141.63,2256.975,2678.074,2922.252,3186.401,3319.319,9.1
1,Medicare/Personal Health Care (Millions of Dollars),Region,6,Southwest,,2767.429,3224.473,4110.411,4771.117,5236.285,5528.385,6050.041,6709.818,7236.381,8289.327,9123.163,9922.787,11480.124,12906.774,15213.599,17523.886,19435.482,20853.438,20140.118,19818.547,20649.206,22781.074,24914.313,27394.953,30872.693,34243.863,40487.115,43534.897,46914.689,50477.276,10.5
1,Medicare/Personal Health Care (Millions of Dollars),State,6,Southwest,Arizona,425.773,537.205,613.548,753.991,842.209,988.776,1102.094,1195.275,1324.674,1537.373,1695.615,1868.345,1988.539,2209.829,2449.873,2689.888,2916.984,3035.538,2991.764,3107.109,3330.431,3707.747,4084.559,4527.443,5153.161,5773.851,6811.382,7417.659,8057.845,8641.816,10.9
1,Medicare/Personal Health Care (Millions of Dollars),State,6,Southwest,New Mexico,129.204,164.05,193.567,230.35,251.513,278.909,311.557,334.799,354.705,411.338,439.766,467.232,513.305,557.146,643.049,729.948,803.755,842.653,841.964,865.82,896.77,1007.414,1122.016,1208.07,1338.783,1501.647,1812.536,1975.689,2161.124,2312.84,10.5
1,Medicare/Personal Health Care (Millions of Dollars),State,6,Southwest,Oklahoma,439.543,504.374,607.42,680.8,734.557,771.544,845.864,934.376,1012.399,1108.238,1206.652,1322.842,1492.186,1633.032,1963.3,2283.987,2526.307,2660.054,2530.91,2552.282,2580.559,2790.644,3026.428,3348.662,3712.235,4003.701,4799.19,5081.959,5368.649,5660.367,9.2
1,Medicare/Personal Health Care (Millions of Dollars),State,6,Southwest,Texas,1772.909,2018.845,2695.876,3105.976,3408.005,3489.156,3790.525,4245.368,4544.603,5232.379,5781.13,6264.368,7486.094,8506.767,10157.378,11820.063,13188.437,14315.193,13775.48,13293.337,13841.445,15275.269,16681.309,18310.779,20668.514,22964.664,27064.007,29059.591,31327.072,33862.254,10.7
1,Medicare/Personal Health Care (Millions of Dollars),Region,7,Rocky Mountains,,689.96,828.925,973.569,1102.003,1214.667,1365.735,1492.59,1585.245,1716.507,1957.081,2110.703,2313.58,2670.105,3004.426,3385.605,3835.625,4126.114,4353.376,4275.81,4438.365,4681.172,5195.29,5649.74,6165.749,6918.673,7582.175,8929.587,9553.814,10281.411,11129.468,10.1
1,Medicare/Personal Health Care (Millions of Dollars),State,7,Rocky Mountains,Colorado,355.949,423.521,511.816,571.327,604.09,681.124,741.475,765.662,830.252,951.883,1062.615,1155,1326.58,1480.851,1684.927,1904.86,2060.744,2160.866,2125.474,2226.583,2298.317,2506.636,2770.506,3004.24,3360.833,3679.335,4287.357,4562.18,4913.168,5312.038,9.8
1,Medicare/Personal Health Care (Millions of Dollars),State,7,Rocky Mountains,Idaho,85.785,108.487,116.005,138.603,154.363,174.256,182.868,200.15,213.368,232.689,246.889,278.536,332.175,371.001,427.225,489.034,539.081,591.067,588.17,606.896,663.435,736.783,787.757,864.011,964.134,1077.066,1314.919,1410.503,1543.648,1686.961,10.8
1,Medicare/Personal Health Care (Millions of Dollars),State,7,Rocky Mountains,Montana,91.935,109.832,129.756,149.578,165.274,172.647,205.353,219.817,234.64,268.361,277.171,310.472,353.752,395.996,428.658,463.144,478.962,511.888,507.951,525.9,564.901,643.906,665.881,718.858,795.759,871.365,1008.743,1089.849,1166.251,1228.17,9.4
1,Medicare/Personal Health Care (Millions of Dollars),State,7,Rocky Mountains,Utah,118.877,142.343,164.708,183.583,222.881,264.196,284.986,315.41,348.685,405.729,416.755,456.705,527.834,601.828,669.427,776.862,839.288,874.206,842.974,850.522,911.192,1040.674,1150.166,1269.082,1457.753,1591.527,1885.171,2039.88,2178.906,2375.486,10.9
1,Medicare/Personal Health Care (Millions of Dollars),State,7,Rocky Mountains,Wyoming,37.414,44.742,51.283,58.912,68.059,73.512,77.908,84.206,89.562,98.418,107.273,112.868,129.764,154.75,175.367,201.725,208.039,215.349,211.241,228.464,243.328,267.291,275.431,309.559,340.195,362.882,433.397,451.403,479.438,526.813,9.5
1,Medicare/Personal Health Care (Millions of Dollars),Region,8,Far West,,5344.201,6498.279,7483.713,8482.782,9424.921,10291.209,11140.724,12091.52,12880.793,14713.414,15599.885,17276.602,19417.598,21727.17,23971.934,25994.116,27926.916,29426.514,29466.528,30361.307,31604.672,34584.325,37592.009,40036.377,43120.938,46841.847,54403.645,57582.258,64085.351,68989.973,9.2
1,Medicare/Personal Health Care (Millions of Dollars),State,8,Far West,Alaska,17.086,20.02,26.357,26.894,32.909,38.323,40.501,47.456,52.745,62.383,70.814,80.213,94.999,106.588,120.923,146.481,160.395,172.076,169.058,181.949,199.349,213.352,236.105,262.3,321.721,342.136,384.365,401.586,443.913,504.044,12.4
1,Medicare/Personal Health Care (Millions of Dollars),State,8,Far West,California,4185.32,5114.595,5828.95,6608.875,7308.825,7990.02,8684.1,9355.424,9928.193,11271.471,11858.527,13192.589,14779.172,16693.78,18464.385,19953.536,21463.262,22508.005,22568.378,23106.435,23750.885,25733.014,27936.758,29704.968,31629.642,34486.349,39998.952,42147.076,47210.423,50688.904,9
1,Medicare/Personal Health Care (Millions of Dollars),State,8,Far West,Hawaii,99.125,115.771,142.248,167.698,185.39,198.829,223.505,250.863,266.465,327.377,340.022,365.132,412.004,456.116,509.586,568.293,597.72,632.489,622.941,661.069,726.433,827.977,884.149,927.811,996.298,1050.221,1212.482,1280.182,1420.028,1524.97,9.9
1,Medicare/Personal Health Care (Millions of Dollars),State,8,Far West,Nevada,135.57,167.959,210.887,217.623,249.285,278.544,303.923,325.199,374.262,440.493,491.94,527.966,599.288,713.505,823.01,911.697,1005.341,1103.213,1103.296,1205.163,1285.949,1451.767,1657.305,1831.76,2080.404,2274.246,2590.857,2779.291,3076.026,3354.806,11.7
1,Medicare/Personal Health Care (Millions of Dollars),State,8,Far West,Oregon,386.794,477.228,549.81,626.071,659.776,706.233,758.437,832.319,867.009,1023.494,1096.779,1178.797,1336.846,1430.04,1515.464,1654.551,1769.149,1869.882,1874.977,1974.882,2159.824,2501.697,2674.443,2892.396,3144.984,3330.39,3922.893,4248.875,4625.717,4960.69,9.2
1,Medicare/Personal Health Care (Millions of Dollars),State,8,Far West,Washington,520.307,602.705,725.462,835.621,988.735,1079.261,1130.258,1280.258,1392.118,1588.197,1741.802,1931.906,2195.289,2327.142,2538.566,2759.558,2931.049,3140.85,3127.878,3231.809,3482.232,3856.517,4203.249,4417.142,4947.889,5358.504,6294.097,6725.247,7309.244,7956.559,9.9
2,Medicare/Hospital Care (Millions of Dollars),United States,0,United States,,26382.8,31637.997,36804.819,41153.749,45604.902,48857.677,51072.105,53769.068,56623.736,62490.635,67833.63,73824.592,83668.423,92152.329,100623.372,109104.903,116621.597,122001.398,120096.243,122153.25,124426.899,136439.243,145347.479,152878.1,165275.827,179118.021,187055.585,195258.633,208090.755,220381.837,7.6
2,Medicare/Hospital Care (Millions of Dollars),Region,1,New England,,1643.137,1969.24,2221.655,2472.672,2803.508,2997.807,3013.508,3086.355,3235.177,3667.585,4018.105,4518.162,5045.917,5510.563,5891.8,6416.955,6875.75,7062.825,6912.815,6999.909,7201.323,7883.404,8238.727,8769.682,9494.894,9976.746,10427.287,10948.885,11589.626,12432.823,7.2
2,Medicare/Hospital Care (Millions of Dollars),State,1,New England,Connecticut,373.775,440.651,501.542,563.614,624.607,646.518,654.913,664.393,748.003,849.075,949.412,1046.274,1165.612,1257.97,1343.744,1482.768,1569.019,1593.785,1573.806,1602.201,1648.836,1791.891,1905.283,2027.286,2243.434,2296.429,2421.883,2511.538,2655.618,2826.451,7.2
2,Medicare/Hospital Care (Millions of Dollars),State,1,New England,Maine,137.765,171.178,196.334,220.803,226.566,227.432,225.977,243.467,258.205,285.285,293.982,318.472,340.941,371.095,403.512,437.806,483.134,523.882,533.293,553.214,586.394,655.021,686.063,742.395,815.785,900.426,952.286,1034.905,1084.938,1175.133,7.7
2,Medicare/Hospital Care (Millions of Dollars),State,1,New England,Massachusetts,868.008,1041.681,1174.135,1311.082,1544.009,1659.931,1633.467,1660.96,1704.724,1950.505,2144.354,2425.532,2717.225,2992.735,3179,3450.905,3675.308,3729.318,3623.518,3651.898,3727.479,4049.861,4224.494,4476.41,4788.389,4997.287,5147.434,5382.202,5682.324,6144.015,7
2,Medicare/Hospital Care (Millions of Dollars),State,1,New England,New Hampshire,86.766,108.153,120.165,135.978,131.835,156.168,169.121,179.688,182.904,203.497,223.932,260.211,298.168,319.467,363.868,400.172,438.081,461.489,466.215,451.377,499.63,556.364,579.502,649.517,690.828,740.304,815.468,878.794,952.278,1000.98,8.8
2,Medicare/Hospital Care (Millions of Dollars),State,1,New England,Rhode Island,126.374,148.056,159.205,161.45,205.811,228.498,237.67,244.532,247.276,270.419,295.161,339.222,382.643,414.203,432.921,461.631,514.977,552.053,517.505,521.958,504.185,575.841,573.893,597.282,656.65,708.799,722.541,743.511,791.05,820.428,6.7
2,Medicare/Hospital Care (Millions of Dollars),State,1,New England,Vermont,50.448,59.52,70.275,79.744,70.679,79.26,92.36,93.314,94.065,108.804,111.263,128.451,141.328,155.093,168.756,183.673,195.232,202.298,198.478,219.261,234.8,254.426,269.492,276.793,299.808,333.502,367.674,397.935,423.419,465.815,8
2,Medicare/Hospital Care (Millions of Dollars),Region,2,Mideast,,5911.728,6944.4,8011.427,9094.514,10369.097,11050.822,11732.287,12471.676,13348.285,14591.969,15735.734,16528.963,17627.439,19692.969,21084.763,22368.371,23533.361,24481.72,24673.361,25395.11,25831.187,28082.378,29603.637,30138.086,31728.907,34302.279,35486.215,37184.551,39345.871,40904.656,6.9
2,Medicare/Hospital Care (Millions of Dollars),State,2,Mideast,Delaware,90.56,89.259,98.517,116.947,129.56,145.893,153.765,164.3,172.783,190.31,224.86,235.351,201.789,222.444,238.515,242.927,271.594,278.879,305.004,309,319.764,362.394,393.587,424.066,500.909,520.038,534.953,578.313,647.836,663.659,7.1
2,Medicare/Hospital Care (Millions of Dollars),State,2,Mideast,District of Columbia,138.686,152.787,187.865,222.489,219.842,228.918,211.54,245.4,298.349,318.764,331.588,345.105,382.16,422.168,453.912,466.43,505.878,541.002,593.582,578.23,593.009,567.451,579.298,599.517,659.656,714.024,722.996,720.937,759.946,778.249,6.1
2,Medicare/Hospital Care (Millions of Dollars),State,2,Mideast,Maryland,411.708,482.621,563.094,620.637,722.501,776.626,866.572,969.301,1075.301,1226.196,1313.92,1388.095,1648.502,1810.326,1874.648,1863.283,1924.895,2004.92,2210.259,2347.401,2447.709,2754.169,2987.059,3187.824,3495.36,3785.746,4120.044,4293.398,4646.222,4809.911,8.8
2,Medicare/Hospital Care (Millions of Dollars),State,2,Mideast,New Jersey,715.541,846.457,1045.751,1256.504,1489.809,1610.021,1661.199,1859.232,1963.009,1951.552,1991.021,2265.278,2906.95,3171.865,3289.815,3455.738,3587.754,3856.755,4033.419,4324.599,4420.924,5109.84,5343.487,5162.818,4990.562,5384.663,5622.323,6034.469,6320.672,6490.33,7.9
2,Medicare/Hospital Care (Millions of Dollars),State,2,Mideast,New York,2408.621,2750.41,3046.986,3391.006,3883.221,3963.881,4305.645,4652.932,5083.365,5727.161,6123.744,6194.27,6915.455,7780.156,8598.947,9335.665,9822.695,10131.793,10035.154,10368.406,10391.232,10974.792,11505.347,11964.019,12948.763,13995.367,14322.44,14994.743,15928.355,16701.201,6.9
2,Medicare/Hospital Care (Millions of Dollars),State,2,Mideast,Pennsylvania,2146.612,2622.866,3069.214,3486.93,3924.164,4325.483,4533.564,4580.512,4755.477,5177.986,5750.601,6100.864,5572.583,6286.01,6628.926,7004.328,7420.545,7668.372,7495.945,7467.474,7658.55,8313.732,8794.859,8799.843,9133.657,9902.441,10163.46,10562.691,11042.839,11461.305,5.9
